idlojista,lojista,cluster,mundo,qtd_pedidos_colocados,qtd_itens_colocados,qtd_itens_aprovados,qtd_pedidos_aprovados,valorcolocado,valoraprovado,status_lojista,taxa_aprovacao
40189,Variedades BH,Setup,Cauda Longa,4,4,2,2,425.9500,214.7800,ativo,0.50423759
40284,ELLO COMERCIO,Setup,Cauda Longa,67,95,82,57,8334.8000,7010.0700,ativo,0.84106037
40817,NEGOCIO FECHADO FAST,Setup,Cauda Longa,157,163,92,92,113205.8000,58176.9000,ativo,0.51390388
41133,Empresa Brasil de Revistas,Setup,Cauda Longa,11,11,7,7,540.0300,359.7900,ativo,0.66624076
45848,XEFLERA.COM,Setup,Cauda Longa,1,1,1,1,40.6000,40.6000,ativo,1.00000000
12299,Comprebel,AAA,Tecnologia,18528,19151,12278,11892,28836207.2700,17522779.1700,ativo,0.60766588
14843,Flash Company,A,Tecnologia,415,476,319,272,38906.0400,25899.2900,ativo,0.66568816
15762,Brasplug Informática,A,Tecnologia,17,21,15,12,1642.5500,1097.4300,ativo,0.66812578
18958,Devise,A,Cauda Longa,1,1,1,1,41.8000,41.8000,ativo,1.00000000
19282,Ian Calcados,A,Cauda Longa,8,12,6,6,1793.4000,1135.8000,ativo,0.63332218
21525,Rifletti Estofados,AAA,Móveis,406,411,243,240,733465.6000,429176.5000,ativo,0.58513514
23785,DSM Express,A,Cauda Longa,36,38,24,24,4545.1100,2994.1600,ativo,0.65876513
30548,RICOZON,A,Cauda Longa,7,8,7,6,1877.5000,1679.7000,ativo,0.89464714
32552,R & F Colchões e Móveis,A,Cauda Longa,2,2,2,2,4473.2500,4473.2500,ativo,1.00000000
33024,Infoleo Informatica,A,Cauda Longa,8,10,9,7,4444.8500,4230.0400,ativo,0.95167216
33395,GARAGEM12,A,Cauda Longa,12,13,9,8,1570.2900,1037.1700,ativo,0.66049583
33638,Vittalive,A,Cauda Longa,2,3,3,2,119.0000,119.0000,ativo,1.00000000
34231,BESTWATCHES,A,Cauda Longa,2,2,2,2,355.2000,355.2000,ativo,1.00000000
34934,Sao Paulo Atacado,Setup,Setup,2,4,0,0,108.1100,0.0000,ativo,0E-8
35379,Intermezzospina,Setup,Setup,12,13,11,10,15137.8300,13806.6200,ativo,0.91206071
36516,Venan Oliver,Setup,Cauda Longa,4,4,3,3,722.7200,643.8400,ativo,0.89085676
37204,LIFESELL,Setup,Cauda Longa,6,6,5,5,668.4300,552.2000,ativo,0.82611493
37365,PARANA IMPORTS,Setup,Cauda Longa,1,1,1,1,78.5600,78.5600,ativo,1.00000000
37642,EBN COLCHÕES,Setup,Cauda Longa,13,16,15,12,15425.0000,14226.0000,ativo,0.92226904
38479,Soberano Colchões,Setup,Cauda Longa,4,4,3,3,4991.0000,3663.0000,ativo,0.73392106
39459,DELE & DELA STORE,Setup,Cauda Longa,1,1,0,0,469.7900,0.0000,ativo,0E-8
40094,MANIA VARIEDADES,Setup,Cauda Longa,41,42,29,28,4604.5100,3154.2400,ativo,0.68503272
40932,Detalhes Pequenos,Setup,Cauda Longa,3,3,3,3,756.9700,756.9700,ativo,1.00000000
40942,ALFABAY,Setup,Cauda Longa,4,4,2,2,910.1600,368.5800,ativo,0.40496176
41630,Buddemeyer,Setup,Cauda Longa,8,9,7,6,1975.8000,1581.5700,ativo,0.80047070
11809,MainShop,AAA,Linha Branca,211,222,130,121,197307.8600,89242.9500,ativo,0.45230307
14034,MilliumMóveis,AAA,Móveis,114,122,81,76,65862.2200,44069.1500,ativo,0.66911121
14889,Persianas Paranhos Persiutil,A,Cauda Longa,9,11,10,8,2836.8800,2469.0800,ativo,0.87035053
15684,Lider Casa,A,Móveis,14,15,5,5,8301.5000,2476.5000,ativo,0.29831958
32439,MUNDO TOY,Setup,Cauda Longa,17,18,12,12,7248.1400,5304.1100,ativo,0.73178912
32533,Vivavinho,A,Cauda Longa,22,73,70,19,6868.1800,6687.9500,ativo,0.97375870
32910,O Grande Bazar,A,Cauda Longa,1,1,0,0,293.1000,0.0000,ativo,0E-8
33352,Lojas Mega Disconildo,A,Cauda Longa,23,23,8,8,74363.8400,18205.3800,ativo,0.24481495
33647,Fitwalk Fitness,A,Cauda Longa,2,2,1,1,159.8000,79.9000,ativo,0.50000000
34185,IDEAL PHARMA,A,Cauda Longa,1,6,6,1,209.5800,209.5800,ativo,1.00000000
35192,MAGAZINETATI,A,Setup,1,1,1,1,63.3500,63.3500,ativo,1.00000000
35508,KAUSBEN,A,Setup,4,4,3,3,914.6200,632.6100,ativo,0.69166430
35513,MAXSHOP,Setup,Cauda Longa,9,13,9,6,3565.7600,2299.6900,ativo,0.64493684
37060,Loja do Ze,Setup,Cauda Longa,9,9,7,7,463.6500,374.1500,ativo,0.80696646
37524,cmcshopp,Setup,Cauda Longa,9,9,5,5,1618.3400,1003.1600,ativo,0.61986974
37566,LFA ELETROMOBILE,Setup,Cauda Longa,6,6,3,3,6531.7000,4254.7600,ativo,0.65140163
37689,FANLICE BOLSAS E ACESSORIOS,Setup,Cauda Longa,1,1,1,1,101.9500,101.9500,ativo,1.00000000
45877,JET-PRINT,Setup,Cauda Longa,4,4,3,3,6052.2700,4342.4800,ativo,0.71749608
14227,Broonell,A,Cauda Longa,146,148,110,108,32566.7900,23570.5600,ativo,0.72376062
14653,Nature Center,A,Cauda Longa,24,35,31,20,2820.9700,2332.0500,ativo,0.82668373
16517,So Fast,AAA,Tecnologia,27,30,23,20,51492.6600,37822.2500,ativo,0.73451731
17061,Natur UP,A,Cauda Longa,6,10,8,4,739.4500,344.4900,ativo,0.46587328
17696,Mercadeiros,A,Tecnologia,56,70,54,42,6411.4000,4818.7600,ativo,0.75159248
19192,Franshopmix,A,Tecnologia,40,42,23,23,8019.4000,3161.1000,ativo,0.39418161
19777,Manole,A,Cauda Longa,1,1,1,1,93.0000,93.0000,ativo,1.00000000
32221,Babyboomers Brasil,A,Cauda Longa,8,12,9,7,697.8100,568.3000,ativo,0.81440507
32416,Pura Magia Kids,A,Cauda Longa,9,9,5,5,2280.4400,1236.0500,ativo,0.54202259
32523,Final Decor,A,Cauda Longa,5,7,3,2,499.4900,209.0500,ativo,0.41852690
32541,R9 Design Futon,A,Móveis,18,20,14,13,37676.2000,26450.4000,ativo,0.70204532
34967,MOMOSTYLE,A,Linha Branca,2,2,2,2,163.5200,163.5200,ativo,1.00000000
35282,STOCKCAR,AAA,Cauda Longa,7,12,4,2,7905.5800,3191.1000,ativo,0.40365160
36376,Mac utilidades,Setup,Cauda Longa,27,33,19,18,6958.7400,4610.2700,ativo,0.66251505
37067,ZARI DECOR,Setup,Cauda Longa,11,11,10,10,8379.2800,7780.2800,ativo,0.92851414
37363,OPTICA LANNA,Setup,Cauda Longa,2,2,1,1,699.6000,420.3400,ativo,0.60082905
37851,Couros Allas,Setup,Cauda Longa,9,10,7,6,5565.1000,4127.1000,ativo,0.74160392
39244,PATIO E COR,Setup,Cauda Longa,4,6,6,4,1618.4800,1618.4800,ativo,1.00000000
40173,LOJA DA INDIA,Setup,Cauda Longa,5,6,5,4,282.8400,264.0000,ativo,0.93338990
41352,INSTITUTO BENEFICENTE BOA NOVA,Setup,Cauda Longa,6,6,3,3,342.2200,164.0800,ativo,0.47945766
42616,SAMY BEAUTY,Setup,Cauda Longa,2,2,0,0,995.4700,0.0000,ativo,0E-8
47670,ROTA100,Setup,Cauda Longa,3,4,4,3,3099.2000,3099.2000,ativo,1.00000000
10193,Marca Fácil e Vinela,A,Cauda Longa,2,2,1,1,244.3100,210.7400,ativo,0.86259261
15672,BIONUTRA EIRELI ME,A,Cauda Longa,7,9,4,4,945.2600,415.3200,ativo,0.43937118
19098,RX Acessorios,A,Cauda Longa,3,3,3,3,602.8000,602.8000,ativo,1.00000000
19274,Dogs Net,A,Cauda Longa,1,2,2,1,108.8000,108.8000,ativo,1.00000000
23004,Peekler,A,Cauda Longa,2,2,2,2,488.2000,488.2000,ativo,1.00000000
24010,sapatofranca,A,Cauda Longa,28,30,17,15,3798.6200,2065.7500,ativo,0.54381591
31532,Plaza Games,A,Cauda Longa,9,9,9,9,1470.7000,1470.7000,ativo,1.00000000
32196,Yes Shop Informática,AA,Tecnologia,123,138,65,54,85755.7800,40682.6500,ativo,0.47440126
32466,HH ATACADO,A,Setup,2,2,2,2,63.9000,63.9000,ativo,1.00000000
32916,Sunset Adesivos,A,Cauda Longa,38,52,24,22,5161.0700,2729.1000,ativo,0.52878570
34343,GSHOP,A,Linha Branca,6,7,7,6,582.8900,582.8900,ativo,1.00000000
35022,TEM FLORES,Setup,Setup,1,1,1,1,63.9100,63.9100,ativo,1.00000000
37159,TRUQUES E TRECOS,Setup,Cauda Longa,3,3,3,3,493.5400,493.5400,ativo,1.00000000
10097,SAUDEJA,A,Cauda Longa,2,2,2,2,59.3100,59.3100,ativo,1.00000000
11161,Autoparts Online,A,Cauda Longa,107,132,84,62,17843.4400,8990.7600,ativo,0.50386921
12005,PICK UPS BRASIL,A,Cauda Longa,2,2,2,2,657.3900,657.3900,ativo,1.00000000
15708,WAZ,A,Tecnologia,140,159,111,94,148041.7100,39785.3500,ativo,0.26874419
16112,CENTER CELULARES,AAA,Tecnologia,4,4,2,2,12958.3200,5072.6100,ativo,0.39145584
26460,Frigelar,AAA,Linha Branca,499,536,366,339,689878.3500,459363.5500,ativo,0.66586167
29105,MINHA CASA SOLAR,A,Setup,7,16,6,3,17747.9200,5564.6900,ativo,0.31354040
32066,Mundi Cosméticos,A,Cauda Longa,1,1,1,1,200.7000,200.7000,ativo,1.00000000
33196,TRTMIX,A,Cauda Longa,27,28,19,19,3148.3600,2419.3700,ativo,0.76845405
33293,Philips Walita,A,Linha Branca,220,221,187,186,66553.7100,55922.2800,ativo,0.84025789
33639,E-commerce dos Móveis,A,Móveis,4,5,5,4,6221.0000,6221.0000,ativo,1.00000000
33989,CRIATIVA SHOP,Setup,Cauda Longa,1,1,1,1,928.1000,928.1000,ativo,1.00000000
35530,Day Decor,Setup,Cauda Longa,717,730,516,505,177304.7400,125063.7400,ativo,0.70536039
35611,Prime Watches,Setup,Setup,10,10,6,6,2525.5300,1354.2200,ativo,0.53621220
36707,PECCATU LINGERIE,Setup,Cauda Longa,5,5,4,4,319.0900,249.3700,ativo,0.78150365
36745,Zara Bonitta,Setup,Cauda Longa,1,1,1,1,99.3900,99.3900,ativo,1.00000000
39437,CH Bike Shop,Setup,Cauda Longa,4,4,3,3,5292.9900,3494.9900,ativo,0.66030542
41598,PRINCIPE E PRINCESA,Setup,Cauda Longa,24,28,17,14,1784.8500,1108.3500,ativo,0.62097655
44294,FABULA IMPORTS,Setup,Cauda Longa,1,1,1,1,814.1000,814.1000,ativo,1.00000000
12294,Schumann,AA,Móveis,898,959,555,523,737840.5400,363770.1200,ativo,0.49301997
14269,Ofertamo,A,Móveis,94,99,61,59,49960.8500,27983.8500,ativo,0.56011557
14356,GRAZI COSMÉTICOS,A,Cauda Longa,6,8,3,2,480.4200,192.1700,ativo,0.40000416
16212,Loja Vegas,A,Tecnologia,29,29,20,20,27922.3600,19957.5900,ativo,0.71475298
16381,CREDIPARTS,A,Tecnologia,49,57,53,47,9941.7700,9238.4500,ativo,0.92925606
18364,GRAN BELO,A,Móveis,12,13,9,8,67853.6700,39082.0800,ativo,0.57597592
24859,Boa Imagem Itapevi,A,Cauda Longa,4,4,3,3,2799.5000,2282.4000,ativo,0.81528844
32744,SEIFERT OPTICA E JOALHERIA,A,Cauda Longa,4,4,3,3,2079.4900,1574.2500,ativo,0.75703658
33028,Descontão Shop,A,Tecnologia,2,2,1,1,241.7900,178.8000,ativo,0.73948468
33192,Brinklandia,A,Cauda Longa,9,9,6,6,1588.3100,859.8400,ativo,0.54135528
36229,Mundo dos Sinteticos,Setup,Setup,17,19,12,11,43682.0000,28594.2000,ativo,0.65459915
37503,BRINKA,Setup,Cauda Longa,9,9,9,9,1941.6900,1941.6900,ativo,1.00000000
37762,RED MOBILE,Setup,Cauda Longa,60,78,38,28,22183.9300,9281.3000,ativo,0.41837943
14176,PIRUETABABY,A,Móveis,2,2,2,2,151.1000,151.1000,ativo,1.00000000
14612,Panorama Móveis,AAA,Móveis,6741,7188,4546,4281,3274282.7700,2053888.4700,ativo,0.62727889
16037,E3Commerce,A,Cauda Longa,247,301,236,189,34243.5500,26900.2900,ativo,0.78555786
21821,Kai Store,A,Móveis,50,50,35,35,24433.0000,17777.0000,ativo,0.72758155
32921,Cantinho do Bebe,A,Cauda Longa,102,136,64,52,9951.2800,4871.0200,ativo,0.48948678
34006,OI BIKE,A,Cauda Longa,1,1,0,0,224.6000,0.0000,ativo,0E-8
34372,ATACADO VIDEO GAME,A,Tecnologia,5,6,6,5,1601.6800,1601.6800,ativo,1.00000000
35012,COLLESHOP,A,Cauda Longa,2,2,1,1,108.5700,48.2200,ativo,0.44413742
35259,WOLDWIDE BRASIL,Setup,Setup,2,2,0,0,9999.6800,0.0000,ativo,0E-8
35662,FERRAMENTAS FERRARI,Setup,Setup,2,4,4,2,1258.7400,1258.7400,ativo,1.00000000
35682,Ortobom,Setup,Cauda Longa,122,136,110,101,55469.9100,45276.5100,ativo,0.81623550
36084,Sodimac-Dicico,Setup,Setup,171,251,183,120,46975.4800,30561.5300,ativo,0.65058473
36202,DETALHES DA CASA,Setup,Cauda Longa,3,4,3,2,367.5800,280.3800,ativo,0.76277273
36765,BIKEFUEL,Setup,Cauda Longa,1,1,1,1,125.5000,125.5000,ativo,1.00000000
36781,Mega Variedades Online,Setup,Cauda Longa,9,13,12,8,1180.0700,1084.9800,ativo,0.91942003
36961,BURITI MAQUINAS,Setup,Cauda Longa,5,9,9,5,671.0500,671.0500,ativo,1.00000000
37081,WETPET,Setup,Cauda Longa,1,1,1,1,46.7700,46.7700,ativo,1.00000000
37235,DODICI BELLA VITA,Setup,Cauda Longa,6,15,13,5,784.1300,732.3500,ativo,0.93396503
37320,POPCORN,Setup,Cauda Longa,2,2,1,1,365.7500,153.5700,ativo,0.41987697
37383,MGM IMPORTS,Setup,Cauda Longa,114,114,62,62,69332.5000,36121.6000,ativo,0.52099088
37635,GIROTONDO,Setup,Cauda Longa,1,1,1,1,50.8500,50.8500,inativo,1.00000000
37962,LONGUE VIE,Setup,Cauda Longa,6,6,6,6,1182.0000,1182.0000,ativo,1.00000000
40015,PBKIDS BRINQUEDOS,Setup,Cauda Longa,184,193,162,153,26163.2600,22334.0200,ativo,0.85364056
41681,GELVITTA PROTEINAS E SUPLEMENTOS ALIMENTARES,Setup,Cauda Longa,1,1,1,1,99.1200,99.1200,ativo,1.00000000
42728,PTDARTESANATO,Setup,Cauda Longa,2,2,1,1,232.8000,103.2000,ativo,0.44329897
14625,Shop Manola,A,Cauda Longa,2,3,0,0,376.9000,0.0000,ativo,0E-8
16181,Bazar Eficaz,A,Cauda Longa,5,10,8,3,569.6700,400.0100,ativo,0.70217845
16294,Magazine Decor,A,Móveis,249,378,247,161,182072.2400,116098.9100,ativo,0.63765300
17321,Una Prata,A,Cauda Longa,1,1,0,0,158.7000,0.0000,ativo,0E-8
19797,SUPERXINFO,Setup,Cauda Longa,15,19,13,9,3867.1900,1964.8200,ativo,0.50807434
31696,Autos Acessórios,AA,Cauda Longa,21,30,16,12,13728.4600,6180.8600,ativo,0.45022238
32732,CALUPA,A,Cauda Longa,3,3,3,3,364.9000,364.9000,ativo,1.00000000
33251,Cosim Medical,A,Cauda Longa,3,3,2,2,6582.6200,3939.3700,ativo,0.59845016
33719,Tao Utilidades,A,Linha Branca,92,93,60,60,87873.3200,52953.9200,ativo,0.60261658
34527,VIA BEM,A,Cauda Longa,111,114,82,79,23932.4000,16584.5400,ativo,0.69297438
35360,Netsono,AA,Setup,202,218,169,158,355419.5400,274639.9800,ativo,0.77272054
36427,Lobella joias,Setup,Cauda Longa,4,7,0,0,270.1500,0.0000,ativo,0E-8
37140,3 SSS MOCHILAS,Setup,Cauda Longa,59,72,46,37,6679.3700,4435.9400,ativo,0.66412551
37877,Comercial CIIC Auto Peças,Setup,Cauda Longa,1,1,1,1,97.4000,97.4000,ativo,1.00000000
43538,CASA DAS MALETAS,Setup,Cauda Longa,2,3,3,2,326.5700,326.5700,ativo,1.00000000
14766,Design Office Móveis,A,Móveis,3,3,2,2,12330.0000,4171.0000,ativo,0.33828062
15090,PRO MUNDIAL,A,Cauda Longa,17,21,14,11,1087.5000,696.2900,ativo,0.64026667
17158,Guedes,A,Cauda Longa,8,8,8,8,4596.9300,4596.9300,ativo,1.00000000
20723,Automotive Shop,A,Cauda Longa,17,17,13,13,3910.7100,3173.5100,ativo,0.81149203
28888,IDEAL IMPORTADOS,A,Cauda Longa,203,227,169,152,23346.4600,17845.9500,ativo,0.76439640
32045,Mag Quality Colchões,A,Móveis,5,5,4,4,11107.0500,9468.0400,ativo,0.85243517
32944,Total Filtros,A,Linha Branca,89,113,99,76,19828.1900,15156.6600,ativo,0.76439957
33656,SMART MEDIA MARKETING,A,Cauda Longa,2,2,0,0,668.3000,0.0000,ativo,0E-8
35199,SALESCOCOMERCIO,Setup,Cauda Longa,5,9,7,3,436.1100,193.7300,ativo,0.44422279
35749,Bazar de Praia,Setup,Setup,10,11,8,7,1304.3900,1055.7900,ativo,0.80941283
36250,COPOS E COPOS,Setup,Setup,1,1,1,1,60.7500,60.7500,ativo,1.00000000
36455,GLAMOUR,Setup,Cauda Longa,7,7,5,5,673.0700,501.5200,ativo,0.74512309
36777,Famic,Setup,Cauda Longa,7,7,3,3,888.5500,214.6000,ativo,0.24151708
37335,CLICKEBUY,Setup,Cauda Longa,27,29,21,19,20187.0200,5503.5600,ativo,0.27262865
37772,Relax Medic,Setup,Cauda Longa,32,35,27,25,10804.8800,8859.3400,ativo,0.81993877
39994,Loja Softys,Setup,Cauda Longa,159,217,127,91,12051.5100,7190.0300,ativo,0.59660823
40804,ARTE SEDUCAO,Setup,Cauda Longa,7,7,3,3,584.8900,366.7700,ativo,0.62707518
10730,Redes de Dormir,A,Cauda Longa,15,18,12,11,2196.6500,1404.8300,ativo,0.63953293
11643,Budin Ferramentas,A,Cauda Longa,3,5,4,2,563.6300,439.9400,ativo,0.78054752
13839,Casadei,A,Cauda Longa,30,33,25,22,25583.7000,19901.7000,ativo,0.77790546
14427,FF MIXTOOLS VARIEDADES,A,Cauda Longa,38,60,36,23,12058.3500,6178.0300,ativo,0.51234456
16313,MAPASEG LTDA ME,A,Cauda Longa,10,17,14,7,1652.6800,862.1800,ativo,0.52168599
17917,LUBEL,A,Cauda Longa,4,4,3,3,1256.7000,633.2000,ativo,0.50385931
19528,OF BRAZIL MULTICOMERCIAL LTDA,A,Cauda Longa,1,1,1,1,95.0000,95.0000,inativo,1.00000000
20176,Tudo Sound,A,Cauda Longa,4,4,3,3,700.4900,644.6900,ativo,0.92034148
23176,loja Rodapex,A,Cauda Longa,1,1,1,1,83.8500,83.8500,ativo,1.00000000
31518,Loja Suavi,A,Cauda Longa,4,4,3,3,2238.7800,1418.1600,ativo,0.63345215
32249,DHL Calçados,A,Cauda Longa,4,4,4,4,865.9600,865.9600,ativo,1.00000000
34462,MUNDIAL PNEUMATICOS,A,Cauda Longa,15,18,15,12,6832.0500,5536.0500,ativo,0.81030584
35644,Autorama,AAA,Setup,133,165,138,107,97295.8500,64144.2300,ativo,0.65926995
35744,DanCar Distribuidora,Setup,Cauda Longa,21,26,22,17,6478.3000,5480.3000,ativo,0.84594724
35781,GENERAL ELETRO,A,Setup,84,87,59,57,69946.2900,38120.3500,ativo,0.54499460
35987,ZEPPER ATACADO E VAREJO,Setup,Setup,13,13,9,9,7688.2900,5597.9700,ativo,0.72811640
36760,CLIQUESHOP,Setup,Cauda Longa,23,23,21,21,2807.9900,2348.5900,ativo,0.83639543
37695,BRILHA BABY,Setup,Cauda Longa,1,1,1,1,129.2300,129.2300,ativo,1.00000000
39393,E-FOCO,Setup,Cauda Longa,1,2,0,0,629.8000,0.0000,ativo,0E-8
12021,DALUEL,A,Cauda Longa,9,10,6,5,1263.1000,683.2400,ativo,0.54092313
13612,Onofre Agora,AAA,Móveis,3899,4559,3094,2659,2061018.4400,1263709.3800,ativo,0.61314802
15857,Powerbankobi,AAA,Cauda Longa,23,24,20,19,16568.5300,14655.6900,ativo,0.88454981
17855,Catanduva Shop,A,Móveis,72,79,51,49,32783.3200,16486.3600,ativo,0.50288866
19634,Lúdico Distribuidora,A,Cauda Longa,20,20,16,16,2118.8700,1760.0800,ativo,0.83066918
20493,Conftec,A,Cauda Longa,2,2,2,2,641.6000,641.6000,inativo,1.00000000
22773,INOVE ADESIVOS,A,Cauda Longa,2,2,2,2,204.7000,204.7000,ativo,1.00000000
25559,Dikaza Decoracoes,AA,Móveis,259,284,186,172,72865.4900,48328.8500,ativo,0.66326117
31464,Beauty Mais,Setup,Cauda Longa,29,41,38,26,9005.0100,6839.3000,ativo,0.75949943
33358,VIRTUAL BIKESHOP,A,Cauda Longa,91,97,57,56,55553.0000,34863.0000,ativo,0.62756287
33541,Santo Quadro,A,Cauda Longa,1,1,1,1,74.6000,74.6000,ativo,1.00000000
34215,NY SAMPAIO STORE,AA,Tecnologia,5,5,4,4,2493.4800,1821.4900,ativo,0.73050115
34687,MOBILIADECOR,A,Móveis,207,222,149,139,66692.4600,44635.9900,ativo,0.66928091
35999,TAKI VITA,Setup,Cauda Longa,5,5,2,2,942.6000,276.2400,ativo,0.29306174
37186,Causy.com,Setup,Cauda Longa,1,1,0,0,135.0200,0.0000,ativo,0E-8
37232,COMETZ,Setup,Cauda Longa,2,2,1,1,596.2200,199.3400,ativo,0.33433967
38561,RENOVA PHONE,Setup,Cauda Longa,2,2,2,2,213.9000,213.9000,ativo,1.00000000
10517,Habiltec,A,Tecnologia,2,2,0,0,3200.8200,0.0000,ativo,0E-8
11320,SHOPLOKO,A,Cauda Longa,328,340,193,183,136959.9800,70790.4300,ativo,0.51686945
13948,Tamarindos,AAA,Cauda Longa,138,225,154,80,31606.8800,15262.4800,ativo,0.48288474
14942,Ok Magazine,A,Cauda Longa,99,125,95,74,9830.5600,6024.0800,ativo,0.61279113
14990,PLATINUMVENDAS,A,Tecnologia,1,1,1,1,46.5000,46.5000,ativo,1.00000000
15394,Wood Prime,A,Móveis,3,8,1,1,7071.9000,1834.8000,ativo,0.25944937
16218,TAPETI,A,Móveis,1,1,1,1,151.5000,151.5000,ativo,1.00000000
17669,NBW Notebooks,A,Tecnologia,14,14,13,13,1711.8100,1574.0900,ativo,0.91954715
21630,ISOPASSE,A,Cauda Longa,10,11,7,6,819.2500,528.2900,ativo,0.64484590
22760,Shopsam,A,Cauda Longa,3,3,2,2,478.6800,297.2000,ativo,0.62087407
22939,Chocmaster,Setup,Setup,8,8,5,5,1496.2000,896.4000,ativo,0.59911777
23442,Viva Estética,A,Cauda Longa,14,15,14,13,2126.8900,1984.1500,ativo,0.93288793
27285,Fast Place,AAA,Cauda Longa,42,67,33,14,23238.2800,4638.3100,ativo,0.19959782
31535,Lamalagueta Cosméticos,A,Cauda Longa,2,7,6,1,541.2900,292.5000,ativo,0.54037577
32294,Kitled,A,Cauda Longa,54,99,77,38,8501.4900,6149.3800,ativo,0.72332968
33178,Select Utilidades,A,Cauda Longa,247,272,177,157,79182.8900,51009.0300,ativo,0.64419258
33194,Marry Luz,A,Cauda Longa,91,119,85,67,19393.0600,14324.1800,ativo,0.73862402
33335,BOX AUDIO,AA,Tecnologia,22,23,21,20,75533.0100,70811.5100,ativo,0.93749091
33785,Alane Metais,A,Cauda Longa,1,3,3,1,214.2000,214.2000,ativo,1.00000000
33958,MERCADO FRIO,Setup,Cauda Longa,20,27,24,17,1587.8900,1374.4900,ativo,0.86560782
35058,GOMECAP,A,Setup,1,1,1,1,619.0000,619.0000,ativo,1.00000000
35059,Só Taramps,A,Cauda Longa,39,42,9,9,16487.0000,3071.2000,ativo,0.18628010
35246,DISTRIMIX77,Setup,Setup,2,2,1,1,730.2000,313.1000,ativo,0.42878663
35288,ROMANOS 1136,Setup,Setup,22,22,16,16,1350.7900,944.6500,ativo,0.69933150
35524,MP MIX,A,Setup,3,3,2,2,345.6000,194.3000,ativo,0.56221065
35922,SOL ELETRO SHOP,Setup,Setup,6,8,5,5,1571.3800,870.8200,ativo,0.55417531
35964,Zafani,Setup,Setup,17,18,9,9,23642.8000,8565.2500,ativo,0.36227731
36177,Belshop,Setup,Cauda Longa,265,271,174,170,155770.9000,97164.8900,ativo,0.62376792
36252,Rubim Outlet,Setup,Cauda Longa,5,5,3,3,765.4000,428.5000,ativo,0.55983799
36889,Bonequinha Moveis,Setup,Cauda Longa,140,140,90,90,175745.7000,111832.1600,ativo,0.63632942
37443,MAIOR AUTO PEÇAS,Setup,Cauda Longa,23,41,25,18,2962.7600,1835.3900,ativo,0.61948656
37492,BORA COLEGA SHOP,Setup,Cauda Longa,466,506,303,280,66530.5300,36996.6800,ativo,0.55608575
37504,Tuttilar Utilidades e Presentes,Setup,Cauda Longa,21,24,19,16,4138.4000,3254.3000,ativo,0.78636671
39881,ArtC Calcados,Setup,Cauda Longa,1,3,0,0,239.9000,0.0000,ativo,0E-8
41247,LOJA DA RAPUNZEL,Setup,Cauda Longa,2,2,2,2,169.4000,169.4000,ativo,1.00000000
10187,Alexshoes,AAA,Cauda Longa,57,60,35,32,8119.1100,4516.1300,ativo,0.55623461
10791,Pozelar,AA,Móveis,399,413,252,244,195860.3800,122179.0300,ativo,0.62380676
11419,VIDEOFOTO,A,Tecnologia,14,14,10,10,2742.9000,1844.7000,ativo,0.67253637
12025,RAFCAR ACESSÓRIOS AUTOMOTIVOS,A,Cauda Longa,89,91,65,64,10046.5600,7477.4100,ativo,0.74427565
16214,Quality Brasil,A,Cauda Longa,1,1,1,1,117.1000,117.1000,ativo,1.00000000
17241,Quick Clean,A,Cauda Longa,7,8,8,7,654.9000,654.9000,ativo,1.00000000
20340,Globells,A,Cauda Longa,1,1,1,1,179.9000,179.9000,ativo,1.00000000
20362,Cordeiro Maquinas,A,Cauda Longa,54,64,45,35,25038.6400,15782.3800,ativo,0.63032098
21874,Fabrica Galeria Brasil,A,Cauda Longa,2,4,4,2,270.8000,270.8000,ativo,1.00000000
22234,Drogaria Lecer,A,Cauda Longa,128,236,196,103,12538.9900,10564.8300,ativo,0.84255829
31479,Megaroom,A,Móveis,162,184,100,93,106555.6500,61890.9700,ativo,0.58083236
32522,Peças Parts,A,Cauda Longa,11,17,14,9,935.5800,752.9000,ativo,0.80474144
32818,C&C,AAA,Cauda Longa,1541,2190,1808,1255,347887.5200,288586.6700,ativo,0.82954016
33140,Ciamobshop,AAA,Cauda Longa,28,31,24,22,25551.4200,19054.9500,ativo,0.74574916
35540,Salvador Comercial,Setup,Cauda Longa,503,532,385,367,1154207.9600,812953.9100,ativo,0.70433920
35747,Estrutura Informatica,Setup,Setup,17,17,9,9,1018.7300,543.2400,ativo,0.53325219
36038,NBT STORE,Setup,Cauda Longa,4,4,1,1,223.7900,61.1000,ativo,0.27302382
36346,Perfumes ANGEL,Setup,Setup,60,60,47,47,23372.5000,17412.9000,ativo,0.74501658
36739,Tango music,Setup,Cauda Longa,40,42,26,24,58841.6200,27893.4000,ativo,0.47404201
37178,BRILED,Setup,Cauda Longa,3,4,4,3,1038.6000,1038.6000,ativo,1.00000000
37422,CHOCAMAX,Setup,Cauda Longa,24,24,18,18,15434.6400,11477.0800,ativo,0.74359234
38512,PARIS COSMETICOS LOJA,Setup,Cauda Longa,1,1,0,0,50.0000,0.0000,ativo,0E-8
38912,BORDADOS DO LAR,Setup,Cauda Longa,554,745,576,413,98714.4800,76155.5600,ativo,0.77147304
41279,TORQUE ONLINE,Setup,Cauda Longa,2,3,1,1,262.8000,113.3000,ativo,0.43112633
10497,Leveros,AAA,Linha Branca,204,244,192,161,346930.3200,270418.7300,ativo,0.77946122
